,filepath,label,ProductType_AdultMilk,ProductType_BabyMilkPowder,ProductType_Babyfood,ProductType_BeehoonVermicelliMeesua,ProductType_BiscuitsCrackersCookies,ProductType_Book,ProductType_BreakfastCerealsCornflakes,ProductType_CannedPacketCreamersSweet,ProductType_CerealBeveragePowder,ProductType_ChilliSauce,ProductType_Coffee,ProductType_CornChip,ProductType_FlavoredMilk,ProductType_Flour,ProductType_FruitJuice,ProductType_HoneyOtherSpreads,ProductType_InstantMeals,ProductType_InstantNoodles,ProductType_Kaya,ProductType_MaternalMilkPowder,ProductType_MiloPowder,ProductType_NutellaChocolate,ProductType_Nuts,ProductType_Oil,ProductType_OtherBakingNeeds,ProductType_OtherDriedFood,ProductType_OtherNoodles,ProductType_OtherSauceDressingSoupbasePaste,ProductType_Pasta,ProductType_Peanutbutter,ProductType_PotatoSticks,ProductType_PotatochipsKeropok,ProductType_RiceBrownOthers,ProductType_RolledOatsInstantOatmeal,ProductType_Salt,ProductType_Sardines,ProductType_SoftDrinks,ProductType_Sugar,ProductType_SweetsChocolatesOthers,ProductType_TeaPowderLeaves,ProductType_WetWiper,Weight_1-99g,Weight_100-199g,Weight_1000-1999g,Weight_200-299g,Weight_300-399g,Weight_3000-3999g,Weight_400-499g,Weight_500-599g,Weight_600-699g,Weight_700-799g,Weight_800-899g,Weight_900-999g,HalalStatus_Halal,HalalStatus_NonHalal,HealthStatus_Healthy,HealthStatus_NonHealthy,img_type
10,20231215_output_frame_0072.png,BiscuitsCrackersCookies_1-99g_Halal_NonHealthy,-1.9789017,-2.0523088,-2.6410422,-2.0733173,4.987442,0.07938674,-1.8566105,-2.1287632,-2.116665,-2.7076309,-2.560885,-0.28746554,-2.258743,-3.7058766,-3.6828718,-2.2640676,-2.8675034,-1.8801887,-2.2929862,-1.689986,-2.487547,-3.792467,-1.6234158,-3.1264648,-2.6462152,-3.980532,-1.9993825,-2.0189292,-1.2496881,-2.5627623,-0.14337185,-1.8560811,-0.48517507,2.671276,-3.2158756,-1.7218703,-2.7645295,-2.9789765,-2.3676255,-1.9592118,-1.2748363,4.6955094,-0.80655164,-2.5815494,-1.2671912,-1.6420922,-4.23542,3.0299954,-0.8007031,-1.6707779,-2.6401258,-1.6736073,-2.815035,2.0215535,-2.2092843,-1.0547085,1.2352366,existing
11,2023_10_25_12_17_8_737168.jpg,BabyMilkPowder_500-599g_NonHalal_NonHealthy,-0.12865779,7.023759,-0.133311,-2.3364928,-2.3901591,-5.438688,-3.4279528,-4.312731,-2.7677484,-2.8840218,-3.6193993,-4.2842054,-4.2768497,-2.5282228,-4.155539,-2.0434136,-4.4267473,-3.6494293,-4.734282,0.0711394,-4.377753,-2.0674057,-2.3699481,-1.5350109,-0.66285694,-4.771426,-1.0299909,0.1083325,-0.4098598,-1.6039921,-4.4787335,-3.1172655,-4.0897627,-4.648969,-3.1989388,-4.077029,-6.637944,-3.5959997,-2.1579652,-2.5083537,-5.220765,-1.85188,-2.9727898,-2.942511,-2.918771,-1.5342128,-5.379244,-1.0988586,5.215813,-1.80551,-3.222905,-2.0964556,3.7194474,-3.0488956,1.860435,-3.978674,3.4687653,existing
12,IMG_5404_jpeg.rf.2b2ab3db7b1b218a20f2482f794f5b44.jpg,BiscuitsCrackersCookies_100-199g_Halal_NonHealthy,-3.6042485,-2.8965378,-1.7777376,-2.3367546,7.7566037,-5.0263147,-3.4662073,-3.9097753,-2.6488957,-2.8584554,-0.56590044,-4.7181287,-3.0623925,-3.15407,-3.319398,-2.8699343,0.39266893,-0.3397103,-2.7375534,-2.6746128,-4.131411,-4.693324,0.70258766,-3.6758537,-2.7489722,-2.9720812,-1.6932623,-2.636623,-1.8559301,-3.077065,-3.898673,-3.296683,-3.3662648,-2.060841,-3.7532785,-1.8763397,-4.2694745,-3.1140587,-1.7914319,-0.7057384,-3.6820984,-2.1846235,6.7941623,-3.0992885,1.0463719,-1.3668146,-4.1856856,-0.342323,-2.4874938,-1.9413574,-2.898773,-2.5820565,-3.7996218,1.8491347,-1.8674681,-3.9850304,3.698964,existing
13,output_frame_0431.png,Nuts_100-199g_Halal_NonHealthy,-2.6739228,-3.2767768,-1.0322299,-1.5837462,-0.4368871,-3.1785367,-2.082324,-2.783605,-1.8475091,-2.317688,-1.5247202,-4.087534,-2.0952718,-2.4647098,-3.4042203,-1.9021969,-0.3592912,-1.2362577,0.44313365,-3.699123,-2.888522,-3.0523403,6.17987,-2.6559243,-1.3915805,-1.9608955,-2.3182626,-2.4936805,-1.3505068,-2.7072105,-3.0140615,-0.5347739,-0.77649695,-2.3411872,-2.7479293,-1.5966649,-2.918874,-2.2511694,-0.782414,-0.43738106,-2.4547584,-0.5115123,6.068117,-2.2657251,-1.5620658,-0.834324,-2.805631,0.55374,-2.2387712,-2.0755439,-2.6630816,-3.140559,-2.3544343,2.2075808,-2.6040816,-3.018935,3.1222644,existing
14,IMG_6410_jpeg.rf.c76035d7410a4c814ef4bfc6e5e5bd80.jpg,Coffee_200-299g_NonHalal_NonHealthy,-4.023266,-1.4990697,-1.0397897,-2.626258,-1.8566443,-5.1519985,-5.6482253,-4.052201,-2.2212949,-2.8588243,6.4764895,-4.715573,-4.339867,-2.479702,-4.632429,-1.8830754,-5.0253725,-4.8472757,-3.2888792,-3.038486,-4.5538745,-3.4893348,-2.6388352,-4.8659143,-2.6361606,-2.1619487,-2.26976,1.2684991,-0.46277624,-0.6993307,-5.152912,-2.913055,-3.2715502,-3.4379563,-3.536431,-4.5994716,-2.3195963,0.4802448,1.2141411,-2.9164371,-5.2415214,-1.7728089,-1.8282973,-2.8236842,7.5585575,-1.4865441,-1.9298383,-3.4168878,-3.7699752,-3.0590827,-2.199956,-0.37823084,-3.6350188,-2.8270633,2.244032,-4.1038218,3.058986,existing
15,Crackers_300-399g_0311_NonHalal_9_png.rf.0bf5c8d77ecee73b023a98801bf55052.jpg,BiscuitsCrackersCookies_300-399g_NonHalal_NonHealthy,-4.22341,-2.3813136,-2.528266,-1.3365927,8.618799,-4.474263,-3.6489234,-3.8306315,-1.3935499,-1.6303977,-2.2816815,-2.4139633,-4.061603,-2.4205787,-3.2678995,-2.372964,-3.160634,-2.6638873,-3.3279104,-1.5251038,-3.7086296,-1.0230749,-1.1027584,-2.7554889,-2.151305,-4.0160365,-0.63911325,-1.9593468,-0.025495673,-0.40088332,-4.071425,-3.035836,-3.3281074,-2.1550632,-3.620234,-0.5552177,-3.7983472,-2.113535,-1.17129,-2.138319,-2.9399326,-2.1329043,-0.70200694,-3.0985503,0.7555293,6.6188564,-3.6532998,-1.3032606,-0.14638893,-2.6149225,-3.4854476,-1.1901597,-3.0406656,-2.7095253,2.6999843,-3.2740047,3.1556187,existing
16,output_frame_0543.png,PotatochipsKeropok_1-99g_NonHalal_NonHealthy,-2.2751794,-2.4901843,-0.76192015,-2.0673718,-0.5564099,-0.36390504,-3.3237414,-3.689854,-1.6120523,-3.2138638,-3.2541685,-2.1272573,-2.9136696,-3.364314,-4.065394,-2.3907063,-3.2654738,-1.8005725,-0.7693004,-0.9449047,-2.9370341,-3.034919,-0.14030027,-3.376409,-1.96743,-2.1659412,-0.039390303,-1.4306707,-1.5730457,-2.6883402,-2.2565715,6.755945,-1.3797007,-2.9066052,-2.147141,-3.5026703,-3.6116967,-3.0440686,-0.21720289,-1.3799175,-3.2797117,5.927814,-0.45224717,-2.4880831,-0.7252845,-1.2643701,-3.341023,-0.34937298,-1.5699382,-1.171599,-2.1626377,-2.5694163,-3.5456297,-2.9904797,2.702017,-3.0477786,2.6666539,existing
17,IMG_3474_jpeg.rf.1df971e35bf5357fcef0adee1208495d.jpg,Nuts_1-99g_NonHalal_NonHealthy,-2.9007611,-2.6335285,-1.5805737,-1.3709079,-0.5510009,-1.01801,-3.9039562,-5.4098406,-3.068191,-4.5439763,-4.02637,-3.9631765,-2.812422,-4.1321487,-5.595838,-1.8574864,-4.521441,-3.6892686,-2.889309,-3.197637,-2.3945754,-3.386203,8.586859,-5.341964,-1.2660581,-3.960185,-0.2648529,-0.7103496,-1.7887471,-3.2677724,-3.9726548,2.7191665,-3.372134,-3.4101748,-3.1979635,-3.838756,-4.4239836,-2.893265,-0.6383581,-1.269525,-4.4252124,7.3535843,-0.49877337,-4.395724,-2.5204756,0.29705125,-2.6234074,-1.525652,-2.1055627,-2.9896228,-3.589409,-2.9998486,-3.0732212,-3.0450666,2.7123966,-2.9427216,2.2959986,existing
18,20231222_0298.jpg,BiscuitsCrackersCookies_200-299g_NonHalal_NonHealthy,-2.8801816,-2.2361374,-1.0697273,-1.0010775,7.7367535,-4.262489,-4.4417415,-3.2245753,-2.6711261,-2.4903178,-1.3017875,-2.4189413,-4.00892,-3.1350076,-2.0746894,-3.0225496,-3.0871398,-1.368629,-2.938424,-1.8777697,-3.6923344,-2.5558922,-1.7536904,-3.1339428,-2.8291485,-1.4772304,-1.1142437,-0.10289582,-0.33769652,-2.0893657,-3.013374,-2.255794,-2.9320602,-2.6419513,-2.2041926,-2.2271945,-2.5603905,-2.4567373,-0.81736785,-2.3527815,-2.6046023,-1.6023967,-0.08145015,-3.111225,6.5481353,-0.2583009,-3.1204503,-2.1511843,-0.5660745,-2.1111994,-2.4814832,-1.3466666,-3.6968374,-3.5847516,2.9108236,-3.8469296,3.3349092,existing
19,IMG_3430_jpeg.rf.19419910e843de70e9f6bdd7034878f9.jpg,Nuts_100-199g_Halal_NonHealthy,-2.598386,-3.5244522,-2.037291,-1.8440837,-0.52960175,-4.615281,-2.9057403,-4.0054026,-2.5344229,-2.7666569,-0.59520245,-5.3703146,-3.2439203,-2.5370207,-3.8917727,-2.9708905,-0.5399515,-3.421789,-2.9579854,-3.7630048,-4.2739906,-4.192375,7.153876,-3.0758915,-1.0028833,-3.6843545,-1.7616286,-2.49548,-2.5218728,-2.6678762,-5.2043495,-1.3416823,-3.5714684,-2.5698776,-2.955588,-1.5336462,-4.021117,-2.0967445,-0.09877973,-0.24723019,-4.2653337,-1.2434025,5.768133,-1.8621519,-1.5678654,0.21353576,-3.5208762,-1.8151168,-2.710193,-1.3223989,-3.435038,-2.131526,-2.880456,4.7622323,-5.4218235,-4.494707,4.421585,existing
20,IMG_1986_jpeg.rf.66ce4b4d52dd97a9aa88475fa25ac8a7.jpg,BiscuitsCrackersCookies_100-199g_NonHalal_NonHealthy,-2.5148292,-2.8011894,-0.599371,-2.141286,7.7620173,-4.0807,-4.1569076,-5.0102444,-2.650091,-2.708502,-1.4809406,-2.6854777,-3.2509625,-3.5698051,-4.7603965,-0.8596379,-0.866651,-0.9047564,-2.9480855,-0.76699114,-3.9901574,-3.2028103,-1.3395813,-3.5776901,-3.4728272,-2.3285036,-2.0775447,-2.036051,-1.5186514,-2.7514565,-3.6084642,-1.0364865,-3.770315,-3.3344293,-2.9768114,-0.9747202,-5.4535246,-3.0241506,-3.357764,-0.6439626,-3.190096,0.98630744,6.29019,-3.8874285,0.21399015,-1.2971863,-4.474722,-1.498601,-1.1823276,-3.080128,-4.0346694,-2.3257954,-4.6464367,-2.9712958,3.1772118,-4.1889257,3.486513,existing
21,2023_10_25_11_47_39_706549.jpg,MaternalMilkPowder_400-499g_NonHalal_Healthy,-0.2764234,2.946991,-2.0239272,-3.0983229,-2.192623,-3.151852,-0.6774071,-3.0897858,-1.6624094,-4.483023,-2.4501731,-4.240424,-2.116791,-3.7108066,-3.8780904,-3.619651,-3.6388578,-2.3714821,-2.6646326,5.0908546,-1.1218468,-4.0493813,-3.8880692,-5.8922114,-1.6029414,-5.0003405,-0.45773202,-3.93535,0.23869513,-2.3292859,-3.9825022,-2.3610208,-2.4864078,-1.9739689,-5.2737455,-2.0385156,-3.4895036,-2.911425,-2.5960221,-1.6043918,-5.4621563,-0.6848959,-2.565593,-2.8439832,-2.531168,-3.563949,-5.156991,6.5793543,-2.603059,1.5734621,-1.7287825,-0.24861689,-1.1375955,-1.6877378,1.10542,1.8586937,-1.9966421,existing
22,20231222_0241.jpg,OtherDriedFood_100-199g_NonHalal_NonHealthy,-2.3796308,-3.1682644,-2.0867853,-1.3785051,0.17772946,-2.4185727,-4.4497404,-4.291445,-3.6672912,-2.79035,-1.4294271,-2.0089757,-2.2624228,-1.4285147,-1.369187,-2.36584,-1.659954,-1.5268549,-2.601776,-2.4828975,-2.8149202,-2.9325757,-1.3685503,-3.1923616,-2.4165227,7.6790576,-1.937659,-1.2451596,-0.79477996,-3.0734305,-2.954657,-1.7395022,-1.7097728,-2.560155,-0.9846449,-2.4671779,-2.788147,-1.6369597,0.42986366,-1.6393472,-1.5175048,-0.5153988,6.944567,-1.6368287,-0.7018435,-2.6029212,-2.4942982,-1.9778033,-0.47859165,-2.7598891,-1.2033566,-2.0787709,-3.1059937,-3.8588574,3.4687252,-4.0238447,3.3175235,existing
23,20231222_0851.jpg,Pasta_500-599g_Halal_NonHealthy,-2.7590823,-2.4581552,-1.8178369,-1.7089334,-1.4787273,-3.6018798,-3.0291255,-2.4352047,-1.9026607,-1.6691383,-2.5460968,-2.9542227,-3.6131256,-3.4282467,-2.1910832,-2.314597,-2.834732,-3.2352035,-1.302071,-2.3874993,-5.0733,-3.9365478,-3.2099018,0.6586674,-3.4384391,-1.9927983,-1.5608696,-0.6167759,6.353933,-2.595335,-2.3286333,-3.4447505,-1.5311353,-1.6415812,0.47427985,-3.9379485,-1.9158844,-3.0802333,-2.5655963,-3.1440392,-2.3632295,-1.531251,-1.1156796,-2.7266421,-0.30746463,-1.28351,-3.743803,-0.09799133,6.60354,-0.7475393,-1.5283011,-4.4773674,-3.045654,2.4362025,-2.711748,-4.227816,3.0407844,existing
24,20231215_output_frame_0288.png,PotatoSticks_1-99g_Halal_NonHealthy,-2.1510985,-2.4607027,-1.0307859,-3.1316018,1.0589881,-0.80479056,-2.7958279,-2.41666,-2.4470143,-2.28301,-2.972923,-0.34224913,-3.3188918,-4.5747046,-2.758334,-1.4111524,-3.0810373,-2.6675982,-0.9577275,-2.2626126,-3.8933923,-4.3443904,-2.737182,-2.5566807,-3.2397501,-4.0873394,-4.46463,-2.4940102,-1.1267503,-3.4354422,6.610482,-1.4935709,4.048176,-0.5370004,-3.3460906,-2.0030591,-3.5406353,-3.6031342,-2.3068519,-2.3312569,-1.1576331,5.7686305,0.47626543,-3.5385633,-2.033186,-2.6299086,-5.1047535,2.424528,-1.223401,-2.0760286,-1.5654237,-3.431102,-3.3181798,3.0626504,-2.9747577,-3.691783,3.8483698,existing
25,IMG_5507_jpeg.rf.7efc2d951b6f516737c1ba5d201f17cf.jpg,BiscuitsCrackersCookies_300-399g_Halal_NonHealthy,-3.6687818,-1.6618655,-2.2653527,-1.0454149,7.0107255,-4.2929053,-1.5259905,-2.9984374,-0.60342675,-1.4874612,-2.8689783,-4.2376733,-3.7775822,-3.5980978,-3.2186751,-2.9550786,-1.4795464,-0.120854184,-2.7018034,-1.5138773,-4.176182,-3.0526483,-1.2102289,0.120292924,-2.5665553,-4.581572,-1.4419624,-3.6795208,-0.73448735,-1.4581825,-3.039341,-2.1746197,-2.270934,-1.6150074,-3.966284,-2.2158616,-4.1634374,-3.5619948,-3.2372122,-2.0882416,-4.143476,-0.42829326,-0.32908857,-3.5366433,-1.9020149,6.136774,-4.8446307,1.5075902,-2.7145631,-1.1278404,-2.8018827,-1.9941239,-2.556683,4.2401423,-4.0172105,-3.2748203,2.840163,existing
26,2023_10_25_11_55_14_959975.jpg,MaternalMilkPowder_600-699g_NonHalal_NonHealthy,1.574131,1.9595989,-2.2613516,-3.6792328,-0.6837455,-3.9732058,-2.8595545,-4.103663,-1.292472,-4.8543477,-2.5541937,-4.4413733,-3.3371294,-3.0292838,-2.7890356,-4.005663,-3.3821428,-2.3880823,-4.030142,6.3958945,-2.6642952,-4.2579174,-3.6132724,-4.310893,-1.0655508,-3.951843,0.83756167,-2.9260523,-0.19948058,-2.68338,-4.142538,-1.7632865,-3.4579937,-3.3648472,-4.3704243,-2.880859,-4.794175,-2.9722717,-1.7476555,-1.1713412,-5.155382,-0.53944176,-2.2854457,-1.9812073,-2.0607224,-4.0770917,-4.905371,0.97410864,-1.2303153,5.179336,-2.1987305,-0.5956634,-1.0859815,-1.8622636,1.5652022,-2.6074173,1.6793909,existing
27,IMG_0888_jpeg.rf.76eb362ea47161fb54ca7d2369648308.jpg,OtherNoodles_200-299g_NonHalal_NonHealthy,-3.608715,-2.314123,-2.9644399,-0.054595508,-1.4327537,-4.018557,-3.59118,-3.7992933,-3.4240282,-3.885182,-2.94315,-5.1168504,-5.0113335,-2.9095752,-5.184509,-4.329303,-1.3055387,0.8110663,-4.3338037,-1.5277547,-3.2159724,-3.5337846,-3.24567,-3.2053115,-3.1337345,-3.9926553,8.106158,-0.8341027,2.642333,-3.3700924,-5.4020557,-1.461613,-4.4322925,-3.4102468,-3.9678104,-5.0769534,-4.0160255,-3.5569701,-2.4069388,-2.8696163,-4.4521675,-3.0863893,0.10045355,-3.457742,5.982698,-0.9333574,-4.4669003,-0.97579116,-2.3103998,1.187501,-2.270259,-2.6640372,-3.5538852,-3.5439265,2.9590187,-3.6865764,3.5309975,existing
