filepath,label,ProductType,Weight,HalalStatus,HealthStatus,new_camera,tag,group
IMG_9804_JPG.rf.0c8e503857d65088018fcc827accd047.jpg,OtherNoodles_400-499g_Halal_NonHealthy,OtherNoodles,400-499g,Halal,NonHealthy,0,NA,
IMG_9810_JPG.rf.0e5350fb8ab36e15fb2eb7c583f4ff96.jpg,OtherNoodles_400-499g_Halal_NonHealthy,OtherNoodles,400-499g,Halal,NonHealthy,0,NA,
IMG_9796-1-_JPG.rf.15aeb68c550de9e2c811cce52edcfba1.jpg,OtherNoodles_400-499g_Halal_NonHealthy,OtherNoodles,400-499g,Halal,NonHealthy,0,NA,
IMG_9803_JPG.rf.18f56ad2640ca0b6f952ac3f9ef9f891.jpg,OtherNoodles_400-499g_Halal_NonHealthy,OtherNoodles,400-499g,Halal,NonHealthy,0,NA,
IMG_9801_JPG.rf.46752dc1ffec5f2a7d12eab5d964686d.jpg,OtherNoodles_400-499g_Halal_NonHealthy,OtherNoodles,400-499g,Halal,NonHealthy,0,NA,
IMG_9805_JPG.rf.7c9fbcf065c788ef98b99d1d6432a020.jpg,OtherNoodles_400-499g_Halal_NonHealthy,OtherNoodles,400-499g,Halal,NonHealthy,0,NA,
IMG_9807_JPG.rf.ae382e695c3d47af735fb06c45e62c22.jpg,OtherNoodles_400-499g_Halal_NonHealthy,OtherNoodles,400-499g,Halal,NonHealthy,0,NA,
IMG_9798-1-_JPG.rf.253863733ceab5731a4e49d164f708c2.jpg,OtherNoodles_400-499g_Halal_NonHealthy,OtherNoodles,400-499g,Halal,NonHealthy,0,NA,
IMG_9806_JPG.rf.b0b1e3e8ad86b1afd944ac8a68fc8b49.jpg,OtherNoodles_400-499g_Halal_NonHealthy,OtherNoodles,400-499g,Halal,NonHealthy,0,NA,
IMG_9797-1-_JPG.rf.d807deb5f78884f413066683a84d4586.jpg,OtherNoodles_400-499g_Halal_NonHealthy,OtherNoodles,400-499g,Halal,NonHealthy,0,NA,
IMG_9802_JPG.rf.533fb134bc148f1303ba237405a853dd.jpg,OtherNoodles_400-499g_Halal_NonHealthy,OtherNoodles,400-499g,Halal,NonHealthy,0,NA,
IMG_9809_JPG.rf.dbe3aae13080f5ae2be23d9acab32547.jpg,OtherNoodles_400-499g_Halal_NonHealthy,OtherNoodles,400-499g,Halal,NonHealthy,0,NA,
IMG_9800-1-_JPG.rf.3a9f57d02915f0353687dad015f0f732.jpg,OtherNoodles_400-499g_Halal_NonHealthy,OtherNoodles,400-499g,Halal,NonHealthy,0,NA,
IMG_9808_JPG.rf.ab788b6718307f388c90e2c74d55a600.jpg,OtherNoodles_400-499g_Halal_NonHealthy,OtherNoodles,400-499g,Halal,NonHealthy,0,NA,
IMG_9799-1-_JPG.rf.706a6aeb840e54d7ceae795bc5fdac1c.jpg,OtherNoodles_400-499g_Halal_NonHealthy,OtherNoodles,400-499g,Halal,NonHealthy,0,NA,
IMG_5374_jpeg.rf.9be4c754ec8793e3f54cc402157e34b8.jpg,Oil_500-599g_Halal_NonHealthy,Oil,500-599g,Halal,NonHealthy,0,NA,1
IMG_5373_jpeg.rf.731586d6d9b0413a7e4a9d3cf661d172.jpg,Oil_500-599g_Halal_NonHealthy,Oil,500-599g,Halal,NonHealthy,0,NA,1
IMG_5376_jpeg.rf.3ede76c9454b87eebe56589732fe142f.jpg,Oil_500-599g_Halal_NonHealthy,Oil,500-599g,Halal,NonHealthy,0,NA,1
IMG_5372_jpeg.rf.d1b65a32723308b39347274e4e488ce6.jpg,Oil_500-599g_Halal_NonHealthy,Oil,500-599g,Halal,NonHealthy,0,NA,1
Photo-2023-04-28-12-14-16-PM_jpeg.rf.27cdf785c0c719af840095823f76ff59.jpg,Oil_500-599g_Halal_NonHealthy,Oil,500-599g,Halal,NonHealthy,0,NA,1
Crackers_200-299g_0311_Halal_10_png.rf.75c4901062bc1fc2401e3a91a838c344.jpg,BiscuitsCrackersCookies_200-299g_Halal_NonHealthy,BiscuitsCrackersCookies,200-299g,Halal,NonHealthy,0,NA,3
Crackers_200-299g_0311_Halal_4_png.rf.28bcb095effa8ebe7109d3b5c9609132.jpg,BiscuitsCrackersCookies_200-299g_Halal_NonHealthy,BiscuitsCrackersCookies,200-299g,Halal,NonHealthy,0,NA,4
Crackers_200-299g_0311_Halal_7_png.rf.31a1e14a4a933649dc88a9160d46c071.jpg,BiscuitsCrackersCookies_200-299g_Halal_NonHealthy,BiscuitsCrackersCookies,200-299g,Halal,NonHealthy,0,NA,3
Crackers_200-299g_0311_Halal_18_png.rf.3f51d0246a7b0c5a55d8712127246cde.jpg,BiscuitsCrackersCookies_200-299g_Halal_NonHealthy,BiscuitsCrackersCookies,200-299g,Halal,NonHealthy,0,NA,
Crackers_200-299g_0311_Halal_9_png.rf.32c5e47f06e16c639029db205ef80fae.jpg,BiscuitsCrackersCookies_200-299g_Halal_NonHealthy,BiscuitsCrackersCookies,200-299g,Halal,NonHealthy,0,NA,3
Crackers_200-299g_0311_Halal_17_png.rf.4f92c9ce708b39eda5caa75a48cef032.jpg,BiscuitsCrackersCookies_200-299g_Halal_NonHealthy,BiscuitsCrackersCookies,200-299g,Halal,NonHealthy,0,NA,
Crackers_200-299g_0311_Halal_21_png.rf.09b221fefeb350e644411bd4e2a003a1.jpg,BiscuitsCrackersCookies_200-299g_Halal_NonHealthy,BiscuitsCrackersCookies,200-299g,Halal,NonHealthy,0,NA,
Crackers_200-299g_0311_Halal_6_png.rf.54db32aa5dbc86ea3a01774dd951b0f2.jpg,BiscuitsCrackersCookies_200-299g_Halal_NonHealthy,BiscuitsCrackersCookies,200-299g,Halal,NonHealthy,0,NA,3
Crackers_200-299g_0311_Halal_3_png.rf.6bf597e3df605a52556448839c5481f1.jpg,BiscuitsCrackersCookies_200-299g_Halal_NonHealthy,BiscuitsCrackersCookies,200-299g,Halal,NonHealthy,0,NA,4
Crackers_200-299g_0311_Halal_24_png.rf.5a03f8f796931cf2121f9458beab1860.jpg,BiscuitsCrackersCookies_200-299g_Halal_NonHealthy,BiscuitsCrackersCookies,200-299g,Halal,NonHealthy,0,NA,
Crackers_200-299g_0311_Halal_2_png.rf.8641c9697247ebed85045e8f7bbf4f60.jpg,BiscuitsCrackersCookies_200-299g_Halal_NonHealthy,BiscuitsCrackersCookies,200-299g,Halal,NonHealthy,0,NA,4
Crackers_200-299g_0311_Halal_13_png.rf.91e9cc0acc13c3ac93afc933af6e3b1f.jpg,BiscuitsCrackersCookies_200-299g_Halal_NonHealthy,BiscuitsCrackersCookies,200-299g,Halal,NonHealthy,0,NA,5
Crackers_200-299g_0311_Halal_20_png.rf.b16107e8df2000624502db670ab80b39.jpg,BiscuitsCrackersCookies_200-299g_Halal_NonHealthy,BiscuitsCrackersCookies,200-299g,Halal,NonHealthy,0,NA,
Crackers_200-299g_0311_Halal_12_png.rf.ac6b6e033ea8c5e53edaa3f2bcb1b54c.jpg,BiscuitsCrackersCookies_200-299g_Halal_NonHealthy,BiscuitsCrackersCookies,200-299g,Halal,NonHealthy,0,NA,5
Crackers_200-299g_0311_Halal_1_png.rf.a1ea105eac35c77565ddc166b94d5f68.jpg,BiscuitsCrackersCookies_200-299g_Halal_NonHealthy,BiscuitsCrackersCookies,200-299g,Halal,NonHealthy,0,NA,4
Crackers_200-299g_0311_Halal_14_png.rf.c6eeba325c14a6fe80f661085d2c385d.jpg,BiscuitsCrackersCookies_200-299g_Halal_NonHealthy,BiscuitsCrackersCookies,200-299g,Halal,NonHealthy,0,NA,5
Crackers_200-299g_0311_Halal_25_png.rf.c55545c9864dd9cd08f61649b49bc18d.jpg,BiscuitsCrackersCookies_200-299g_Halal_NonHealthy,BiscuitsCrackersCookies,200-299g,Halal,NonHealthy,0,NA,
Crackers_200-299g_0311_Halal_15_png.rf.a6940b3cd0353c5fd980c8d2e9817776.jpg,BiscuitsCrackersCookies_200-299g_Halal_NonHealthy,BiscuitsCrackersCookies,200-299g,Halal,NonHealthy,0,NA,5
Crackers_200-299g_0311_Halal_5_png.rf.d5081210f8a443d6ae80876d7c17cd2f.jpg,BiscuitsCrackersCookies_200-299g_Halal_NonHealthy,BiscuitsCrackersCookies,200-299g,Halal,NonHealthy,0,NA,4
Crackers_200-299g_0311_Halal_19_png.rf.f4b1e63231225af1a66659dbf00c0791.jpg,BiscuitsCrackersCookies_200-299g_Halal_NonHealthy,BiscuitsCrackersCookies,200-299g,Halal,NonHealthy,0,NA,
Crackers_200-299g_0311_Halal_23_png.rf.0fc7d3fda84296d402cbf94d7fe2de02.jpg,BiscuitsCrackersCookies_200-299g_Halal_NonHealthy,BiscuitsCrackersCookies,200-299g,Halal,NonHealthy,0,NA,
Crackers_200-299g_0311_Halal_16_png.rf.c247deb9b472d287a159eaca8946acee.jpg,BiscuitsCrackersCookies_200-299g_Halal_NonHealthy,BiscuitsCrackersCookies,200-299g,Halal,NonHealthy,0,NA,
Crackers_200-299g_0311_Halal_22_png.rf.f8883559b1067213c952428f6377f493.jpg,BiscuitsCrackersCookies_200-299g_Halal_NonHealthy,BiscuitsCrackersCookies,200-299g,Halal,NonHealthy,0,NA,
Crackers_200-299g_0311_Halal_11_png.rf.e6a292476bad4e300d4bccea225440e3.jpg,BiscuitsCrackersCookies_200-299g_Halal_NonHealthy,BiscuitsCrackersCookies,200-299g,Halal,NonHealthy,0,NA,5
Crackers_200-299g_0311_Halal_8_png.rf.bedb766756325ebe60464bec2096d778.jpg,BiscuitsCrackersCookies_200-299g_Halal_NonHealthy,BiscuitsCrackersCookies,200-299g,Halal,NonHealthy,0,NA,
Crackers_100-199g_0311_Halal_7_png.rf.232448b00cbf58170056847376f1d8b5.jpg,BiscuitsCrackersCookies_100-199g_Halal_NonHealthy,BiscuitsCrackersCookies,100-199g,Halal,NonHealthy,0,NA,1
Crackers_100-199g_0311_Halal_6_png.rf.1a2e8170a5f438d205a800fad013ac65.jpg,BiscuitsCrackersCookies_100-199g_Halal_NonHealthy,BiscuitsCrackersCookies,100-199g,Halal,NonHealthy,0,NA,1
Crackers_100-199g_0311_Halal_3_png.rf.28974f239876fa6a4f9c9f2c86a12fb2.jpg,BiscuitsCrackersCookies_100-199g_Halal_NonHealthy,BiscuitsCrackersCookies,100-199g,Halal,NonHealthy,0,NA,2
Crackers_100-199g_0311_Halal_5_png.rf.4e9b14fb3894e9713423ea4f1c01c079.jpg,BiscuitsCrackersCookies_100-199g_Halal_NonHealthy,BiscuitsCrackersCookies,100-199g,Halal,NonHealthy,0,NA,2
Crackers_100-199g_0311_Halal_13_png.rf.1db4e652b6fc41e8c4ccd08d514a1333.jpg,BiscuitsCrackersCookies_100-199g_Halal_NonHealthy,BiscuitsCrackersCookies,100-199g,Halal,NonHealthy,0,NA,3
Crackers_100-199g_0311_Halal_2_png.rf.4b00d7f518b45753688c26e4638b1b92.jpg,BiscuitsCrackersCookies_100-199g_Halal_NonHealthy,BiscuitsCrackersCookies,100-199g,Halal,NonHealthy,0,NA,2
Crackers_100-199g_0311_Halal_4_png.rf.ad4bc0bc44e257fd4c23b9fa1ebdc7cc.jpg,BiscuitsCrackersCookies_100-199g_Halal_NonHealthy,BiscuitsCrackersCookies,100-199g,Halal,NonHealthy,0,NA,2
Crackers_100-199g_0311_Halal_8_png.rf.b0847e2b2bad5b7e24adeabbce0989d5.jpg,BiscuitsCrackersCookies_100-199g_Halal_NonHealthy,BiscuitsCrackersCookies,100-199g,Halal,NonHealthy,0,NA,1
Crackers_100-199g_0311_Halal_12_png.rf.b4bcc75eeb0ee5949218c86b438943fc.jpg,BiscuitsCrackersCookies_100-199g_Halal_NonHealthy,BiscuitsCrackersCookies,100-199g,Halal,NonHealthy,0,NA,3
Crackers_100-199g_0311_Halal_1_png.rf.cc677956410c7e5c00bb5613fffd7a8f.jpg,BiscuitsCrackersCookies_100-199g_Halal_NonHealthy,BiscuitsCrackersCookies,100-199g,Halal,NonHealthy,0,NA,2
Crackers_100-199g_0311_Halal_11_png.rf.444cd4683f23c6db379fec4b93e8ea41.jpg,BiscuitsCrackersCookies_100-199g_Halal_NonHealthy,BiscuitsCrackersCookies,100-199g,Halal,NonHealthy,0,NA,3
Crackers_100-199g_0311_Halal_9_png.rf.e72528eb1f628bf4ca42ad66001f9cee.jpg,BiscuitsCrackersCookies_100-199g_Halal_NonHealthy,BiscuitsCrackersCookies,100-199g,Halal,NonHealthy,0,NA,1
Crackers_100-199g_0311_Halal_15_png.rf.dedbc1127483ccb8632ca53acec8b208.jpg,BiscuitsCrackersCookies_100-199g_Halal_NonHealthy,BiscuitsCrackersCookies,100-199g,Halal,NonHealthy,0,NA,3
Crackers_100-199g_0311_Halal_10_png.rf.cc0c07791506c1c61e8fce6273ce2228.jpg,BiscuitsCrackersCookies_100-199g_Halal_NonHealthy,BiscuitsCrackersCookies,100-199g,Halal,NonHealthy,0,NA,1
Crackers_100-199g_0311_Halal_14_png.rf.6f68330c9887e31533c92f384dd72032.jpg,BiscuitsCrackersCookies_100-199g_Halal_NonHealthy,BiscuitsCrackersCookies,100-199g,Halal,NonHealthy,0,NA,3
IMG_3489_jpeg.rf.10e6371543189073df42fe9a499e66c6.jpg,Nuts_1-99g_NonHalal_NonHealthy,Nuts,1-99g,NonHalal,NonHealthy,0,NA,
IMG_3471_jpeg.rf.003ccf7796a041af666714d7924493e4.jpg,Nuts_1-99g_NonHalal_NonHealthy,Nuts,1-99g,NonHalal,NonHealthy,0,NA,
IMG_3467_jpeg.rf.19b374dd34d6e87f0a892982c3b3659e.jpg,Nuts_1-99g_NonHalal_NonHealthy,Nuts,1-99g,NonHalal,NonHealthy,0,NA,
IMG_3474_jpeg.rf.1df971e35bf5357fcef0adee1208495d.jpg,Nuts_1-99g_NonHalal_NonHealthy,Nuts,1-99g,NonHalal,NonHealthy,0,NA,1
IMG_3476_jpeg.rf.22fbe011faedb3d1869bc7aac4cc112d.jpg,Nuts_1-99g_NonHalal_NonHealthy,Nuts,1-99g,NonHalal,NonHealthy,0,NA,1
IMG_3492_jpeg.rf.1cfc8d98a781773d5dcd399fb996a238.jpg,Nuts_1-99g_NonHalal_NonHealthy,Nuts,1-99g,NonHalal,NonHealthy,0,NA,
IMG_3490_jpeg.rf.5bf86ac2b0807e00b224f5c273a06da2.jpg,Nuts_1-99g_NonHalal_NonHealthy,Nuts,1-99g,NonHalal,NonHealthy,0,NA,
IMG_3465_jpeg.rf.4ce0a8fe2561a6cbb97db85df8f4aff4.jpg,Nuts_1-99g_NonHalal_NonHealthy,Nuts,1-99g,NonHalal,NonHealthy,0,NA,2
IMG_3491_jpeg.rf.347b24c46064b8e3f802cd06b1d325af.jpg,Nuts_1-99g_NonHalal_NonHealthy,Nuts,1-99g,NonHalal,NonHealthy,0,NA,
IMG_3475_jpeg.rf.1519a27544bea8a88239c17e207d2cbc.jpg,Nuts_1-99g_NonHalal_NonHealthy,Nuts,1-99g,NonHalal,NonHealthy,0,NA,1
IMG_3487_jpeg.rf.5cdb4f89c0b281071a67db90246b5bbb.jpg,Nuts_1-99g_NonHalal_NonHealthy,Nuts,1-99g,NonHalal,NonHealthy,0,NA,
IMG_3493_jpeg.rf.2481917a87acd9e19eae916d2ed55c00.jpg,Nuts_1-99g_NonHalal_NonHealthy,Nuts,1-99g,NonHalal,NonHealthy,0,NA,
IMG_3469_jpeg.rf.8ed52e2dcfb39fd87f76081781c81ab0.jpg,Nuts_1-99g_NonHalal_NonHealthy,Nuts,1-99g,NonHalal,NonHealthy,0,NA,
IMG_3479_jpeg.rf.b268cc4a27c28e5c29a3443b72cd214c.jpg,Nuts_1-99g_NonHalal_NonHealthy,Nuts,1-99g,NonHalal,NonHealthy,0,NA,
IMG_3472_jpeg.rf.8f0d18a60a251cf5f28e5f4a87ca9c3d.jpg,Nuts_1-99g_NonHalal_NonHealthy,Nuts,1-99g,NonHalal,NonHealthy,0,NA,1
IMG_3481_jpeg.rf.62c9f7c06f158effba7e13e372eeca71.jpg,Nuts_1-99g_NonHalal_NonHealthy,Nuts,1-99g,NonHalal,NonHealthy,0,NA,
IMG_3482_jpeg.rf.b6a1040bbc612460f10e8eeb716b5ac0.jpg,Nuts_1-99g_NonHalal_NonHealthy,Nuts,1-99g,NonHalal,NonHealthy,0,NA,
IMG_3464_jpeg.rf.737dfe714b1c2f69fc2bd8c9b47dd599.jpg,Nuts_1-99g_NonHalal_NonHealthy,Nuts,1-99g,NonHalal,NonHealthy,0,NA,2
IMG_3484_jpeg.rf.bc711f8f3d04080ac0dabc2aa333ed87.jpg,Nuts_1-99g_NonHalal_NonHealthy,Nuts,1-99g,NonHalal,NonHealthy,0,NA,
IMG_3483_jpeg.rf.ab525afe8bab8ae477ca0bc996b3663e.jpg,Nuts_1-99g_NonHalal_NonHealthy,Nuts,1-99g,NonHalal,NonHealthy,0,NA,
IMG_3480_jpeg.rf.6ab1db5fee80616080e8c4f66c513306.jpg,Nuts_1-99g_NonHalal_NonHealthy,Nuts,1-99g,NonHalal,NonHealthy,0,NA,
IMG_3478_jpeg.rf.ded596be5e3501680dc9660dbf8cecd5.jpg,Nuts_1-99g_NonHalal_NonHealthy,Nuts,1-99g,NonHalal,NonHealthy,0,NA,1
IMG_3485_jpeg.rf.7a1f8e7ccc1031bc1315fd014619a352.jpg,Nuts_1-99g_NonHalal_NonHealthy,Nuts,1-99g,NonHalal,NonHealthy,0,NA,
IMG_3468_jpeg.rf.9f2253d8b7e1ae26fbaceac32b4499c7.jpg,Nuts_1-99g_NonHalal_NonHealthy,Nuts,1-99g,NonHalal,NonHealthy,0,NA,
IMG_3473_jpeg.rf.e47dfa0ebe88e17352b8aa773e7616a3.jpg,Nuts_1-99g_NonHalal_NonHealthy,Nuts,1-99g,NonHalal,NonHealthy,0,NA,1
IMG_3488_jpeg.rf.ea4fbb7662f1f05e7b3fab35ddc56bc2.jpg,Nuts_1-99g_NonHalal_NonHealthy,Nuts,1-99g,NonHalal,NonHealthy,0,NA,
IMG_3477_jpeg.rf.f0eb910d160d41dd2994d20964f6c3b0.jpg,Nuts_1-99g_NonHalal_NonHealthy,Nuts,1-99g,NonHalal,NonHealthy,0,NA,1
IMG_3470_jpeg.rf.f9e9b4c6eb10d0797643c577eef77d7e.jpg,Nuts_1-99g_NonHalal_NonHealthy,Nuts,1-99g,NonHalal,NonHealthy,0,NA,
IMG_3461_jpeg.rf.ff44b0d79b2d856667f0cb4db7cb36ca.jpg,Nuts_1-99g_NonHalal_NonHealthy,Nuts,1-99g,NonHalal,NonHealthy,0,NA,2
IMG_3486_jpeg.rf.cc31ca519bc00d5d28d66d0f8ae657b5.jpg,Nuts_1-99g_NonHalal_NonHealthy,Nuts,1-99g,NonHalal,NonHealthy,0,NA,
IMG_3462_jpeg.rf.e75a7c1fdc4f0f53c4186f3b3777f81f.jpg,Nuts_1-99g_NonHalal_NonHealthy,Nuts,1-99g,NonHalal,NonHealthy,0,NA,2
IMG_3463_jpeg.rf.eb69f3bc670b015b28c24d24611d824e.jpg,Nuts_1-99g_NonHalal_NonHealthy,Nuts,1-99g,NonHalal,NonHealthy,0,NA,2
IMG_0116_jpeg.rf.00e7f7ac7c96c6c463311e38d0f6c054.jpg,SweetsChocolatesOthers_1-99g_NonHalal_NonHealthy,SweetsChocolatesOthers,1-99g,NonHalal,NonHealthy,0,NA,
IMG_0110_jpeg.rf.0a9a6bba5999c513f5185b7c28eda4f2.jpg,SweetsChocolatesOthers_1-99g_NonHalal_NonHealthy,SweetsChocolatesOthers,1-99g,NonHalal,NonHealthy,0,NA,
IMG_0208_jpeg.rf.1e7e13540bf36d7920794927dd64aaec.jpg,SweetsChocolatesOthers_1-99g_NonHalal_NonHealthy,SweetsChocolatesOthers,1-99g,NonHalal,NonHealthy,0,NA,
IMG_0173_jpeg.rf.14514defbe7a54368d30fb452e4b0765.jpg,SweetsChocolatesOthers_1-99g_NonHalal_NonHealthy,SweetsChocolatesOthers,1-99g,NonHalal,NonHealthy,0,NA,
IMG_0184_jpeg.rf.446d62343e17b8ef909b6f0ff4530699.jpg,SweetsChocolatesOthers_1-99g_NonHalal_NonHealthy,SweetsChocolatesOthers,1-99g,NonHalal,NonHealthy,0,NA,
IMG_0118_jpeg.rf.305bb0eadb135b869c11332c7173a55b.jpg,SweetsChocolatesOthers_1-99g_NonHalal_NonHealthy,SweetsChocolatesOthers,1-99g,NonHalal,NonHealthy,0,NA,
IMG_0096_jpeg.rf.4b1ab7e2cd4c285bd9e74d1ec1ab07ce.jpg,SweetsChocolatesOthers_1-99g_NonHalal_NonHealthy,SweetsChocolatesOthers,1-99g,NonHalal,NonHealthy,0,NA,
IMG_0105_jpeg.rf.62a7a2c99f2d635525abcca89cb9f7dc.jpg,SweetsChocolatesOthers_1-99g_NonHalal_NonHealthy,SweetsChocolatesOthers,1-99g,NonHalal,NonHealthy,0,NA,
IMG_0124_jpeg.rf.3d66e8ddcd7d9d088875a3e2cf3652f9.jpg,SweetsChocolatesOthers_1-99g_NonHalal_NonHealthy,SweetsChocolatesOthers,1-99g,NonHalal,NonHealthy,0,NA,
IMG_0119_jpeg.rf.4877a2273626d1626f21408f3982e877.jpg,SweetsChocolatesOthers_1-99g_NonHalal_NonHealthy,SweetsChocolatesOthers,1-99g,NonHalal,NonHealthy,0,NA,
IMG_0138_jpeg.rf.08692f576471f682674cc6a8ef07b671.jpg,SweetsChocolatesOthers_1-99g_NonHalal_NonHealthy,SweetsChocolatesOthers,1-99g,NonHalal,NonHealthy,0,NA,
IMG_0121_jpeg.rf.3a1ec2a7a3f4fd6e3020884ae85b29fa.jpg,SweetsChocolatesOthers_1-99g_NonHalal_NonHealthy,SweetsChocolatesOthers,1-99g,NonHalal,NonHealthy,0,NA,
IMG_0134_jpeg.rf.4d024678a031633b77552a7688491e19.jpg,SweetsChocolatesOthers_1-99g_NonHalal_NonHealthy,SweetsChocolatesOthers,1-99g,NonHalal,NonHealthy,0,NA,
IMG_0117_jpeg.rf.2ff65244c264a1382b91982df6eec084.jpg,SweetsChocolatesOthers_1-99g_NonHalal_NonHealthy,SweetsChocolatesOthers,1-99g,NonHalal,NonHealthy,0,NA,
IMG_0113_jpeg.rf.5be27782212686a38fc3b871558338a6.jpg,SweetsChocolatesOthers_1-99g_NonHalal_NonHealthy,SweetsChocolatesOthers,1-99g,NonHalal,NonHealthy,0,NA,
IMG_0100_jpeg.rf.7d829e7898d46d58c19498743315c774.jpg,SweetsChocolatesOthers_1-99g_NonHalal_NonHealthy,SweetsChocolatesOthers,1-99g,NonHalal,NonHealthy,0,NA,
IMG_0127_jpeg.rf.5da7ffcda606224cfa8cc84ffe387ed8.jpg,SweetsChocolatesOthers_1-99g_NonHalal_NonHealthy,SweetsChocolatesOthers,1-99g,NonHalal,NonHealthy,0,NA,
IMG_0108_jpeg.rf.759e9753ad3218e56a8a1952c9e83034.jpg,SweetsChocolatesOthers_1-99g_NonHalal_NonHealthy,SweetsChocolatesOthers,1-99g,NonHalal,NonHealthy,0,NA,
IMG_0106_jpeg.rf.87e7ca91e261a8a1d7e153ccb0fe2290.jpg,SweetsChocolatesOthers_1-99g_NonHalal_NonHealthy,SweetsChocolatesOthers,1-99g,NonHalal,NonHealthy,0,NA,
IMG_0129_jpeg.rf.79a9e73fe2dbe25b50bb34f94731f03a.jpg,SweetsChocolatesOthers_1-99g_NonHalal_NonHealthy,SweetsChocolatesOthers,1-99g,NonHalal,NonHealthy,0,NA,
IMG_0131_jpeg.rf.5ae40a4c43fa44f7a13f0e3ef690b195.jpg,SweetsChocolatesOthers_1-99g_NonHalal_NonHealthy,SweetsChocolatesOthers,1-99g,NonHalal,NonHealthy,0,NA,
IMG_0109_jpeg.rf.8466cece3df368c61d3a177e9716fd28.jpg,SweetsChocolatesOthers_1-99g_NonHalal_NonHealthy,SweetsChocolatesOthers,1-99g,NonHalal,NonHealthy,0,NA,
