Filename,CorrectTotalLabel,ProductType_AdultMilk,ProductType_BabyMilkPowder,ProductType_Babyfood,ProductType_BeehoonVermicelliMeesua,ProductType_BiscuitsCrackersCookies,ProductType_Book,ProductType_BreakfastCerealsCornflakes,ProductType_CannedPacketCreamersSweet,ProductType_CerealBeveragePowder,ProductType_ChilliSauce,ProductType_Coffee,ProductType_CornChip,ProductType_FlavoredMilk,ProductType_Flour,ProductType_FruitJuice,ProductType_HoneyOtherSpreads,ProductType_InstantMeals,ProductType_InstantNoodles,ProductType_Kaya,ProductType_MaternalMilkPowder,ProductType_MiloPowder,ProductType_NutellaChocolate,ProductType_Nuts,ProductType_Oil,ProductType_OtherBakingNeeds,ProductType_OtherDriedFood,ProductType_OtherNoodles,ProductType_OtherSauceDressingSoupbasePaste,ProductType_Pasta,ProductType_Peanutbutter,ProductType_PotatoSticks,ProductType_PotatochipsKeropok,ProductType_RiceBrownOthers,ProductType_RolledOatsInstantOatmeal,ProductType_Salt,ProductType_Sardines,ProductType_SoftDrinks,ProductType_Sugar,ProductType_SweetsChocolatesOthers,ProductType_TeaPowderLeaves,ProductType_WetWiper,Weight_1-99g,Weight_100-199g,Weight_1000-1999g,Weight_200-299g,Weight_300-399g,Weight_3000-3999g,Weight_400-499g,Weight_500-599g,Weight_600-699g,Weight_700-799g,Weight_800-899g,Weight_900-999g,HalalStatus_Halal,HalalStatus_NonHalal,HealthStatus_Healthy,HealthStatus_NonHealthy
Sardines_400-499g_0311_Halal_1_png.rf.a83b4cbbb2e2288e43d5493de308d30f.jpg,Sardines_400-499g_Halal_NonHealthy,-2.530045,-2.7620752,0.7987979,0.90502185,1.961298,-4.329341,-4.1726255,-3.1771255,-1.8514551,-2.9689498,-0.81971705,-3.6133883,-3.7201948,-3.060905,-3.5546994,-2.8100777,0.04640439,0.9360856,-0.82954466,-0.101849,-1.7410071,-3.052267,-0.675882,-3.1012626,-4.1022835,-3.4668465,-1.2226171,-1.6488762,-0.4534465,-0.09311056,-2.931739,-1.4236035,-3.1935015,-4.482814,-3.8304782,8.092957,-3.8081217,-2.755239,-0.38270068,-2.5202692,-2.0906222,0.9862684,1.9896795,-4.3400745,-1.7504289,-1.4411366,-2.9543839,8.139757,-0.23236898,-0.7891644,-2.392346,-2.3805234,-5.687888,1.8188841,-3.3716986,-5.733214,1.438875
IMG_2157_jpeg.rf.62c334cbdbee2549e8dda59019396fd4.jpg,TeaPowderLeaves_100-199g_Halal_NonHealthy,-0.5430472,-2.6218696,-1.9326093,-1.7092496,-0.18083864,-2.4814868,-1.2876616,-4.0383596,-1.1383295,-4.038089,0.83015424,-3.8231547,-2.6596792,-1.3203049,-2.4608881,-0.41079012,1.6141589,-1.8689024,-1.4135444,-1.5106124,-3.4318266,-3.418874,-0.9728859,-2.554119,-1.1841403,-4.901992,-0.52744067,0.19741815,-0.5685718,-2.5744205,-2.2215123,1.0959792,-1.6232126,-2.8738792,-2.6734562,-0.26301247,-4.8034143,-2.4980063,1.6976147,6.2363663,-1.4347926,0.6648309,6.9138327,-1.2793801,-2.3076844,-1.8165913,-4.530052,-2.977442,0.54053456,-0.10493541,-4.4080677,-1.1931094,-2.0365896,1.231927,-2.7163882,-3.6606784,2.6987445
IMG_5398_jpeg.rf.6e810f779f4c9888512e9bd788d73f5a.jpg,FlavoredMilk_100-199g_Halal_Healthy,-3.0814192,-2.1749997,0.91029525,-0.53472996,-1.3216074,-3.5810664,-2.038281,-4.4083877,-2.6558468,-2.496679,1.4026074,-3.1355696,9.057598,-2.1406517,-2.6795084,-1.5746032,-1.5836822,-0.8209584,-3.517517,-2.4751005,2.2366462,-2.7565029,-3.1733398,-1.5427512,-3.1670725,-2.195386,-0.7137234,-0.26043293,-1.0377749,-2.2337308,-2.9570045,-2.8600855,-2.3396792,-2.5097795,-1.7767913,-0.5785664,-2.2394404,-1.4162232,-1.6192561,-2.8291907,-2.042975,-1.0734419,6.8499513,-0.80212307,0.054181803,-2.2221625,-3.3046503,0.7645024,-0.97917974,-2.2738655,-0.5327096,-2.7434888,-3.685873,2.3133981,-3.2245085,-0.054401737,-5.0538692
IMG_1106_JPG.rf.f1c1655c6ea89e6da2e55dada1fc1f27.jpg,Pasta_400-499g_NonHalal_NonHealthy,-3.1314669,0.09086051,-2.8105505,-1.2129917,-1.9158285,-1.2636433,0.343506,-0.43749398,-4.298526,-2.4190261,-0.69700605,-2.1212401,-2.423751,-2.4231215,-4.2655315,-0.55639786,1.2537324,0.46866173,-2.8612568,-1.3183951,-1.5044705,-1.3269255,0.38916504,-1.2596786,-0.3697682,-3.8091214,2.8722625,-0.9695198,7.4728694,-3.2052307,-3.498069,-1.9719259,-3.0322342,-3.5078387,-2.3531754,-1.5413835,-4.619229,-1.8878567,-1.8708245,-1.6083083,-0.18238506,-0.7259545,2.114859,-4.1383867,-2.847322,-1.6822379,-2.6887121,7.985519,0.6837638,-1.1617322,-4.2032022,-3.8631203,-2.9697793,-2.6772175,2.300126,-3.2760665,1.7570735
2023_10_25_11_22_6_57860.jpg,AdultMilk_800-899g_Halal_NonHealthy,7.6349406,0.8818005,0.81571704,-1.9317896,-1.3370883,-2.1284766,-1.3380542,-2.948468,-0.38932458,-1.3883666,-2.1213367,-5.1022816,-3.1146374,-2.3927348,-5.262676,-1.6467986,-2.4092069,-0.44094467,-2.22881,-1.2546862,-4.0935144,-3.8285708,-3.6126885,-0.8170606,-2.4521317,-3.6599584,0.3011095,-1.0116849,0.46286684,-3.3412406,-2.3484163,-1.4095463,-2.6666155,0.55036694,-1.273149,-4.1198397,-5.896269,-0.6197057,-2.5179536,-4.5090413,-4.7815127,-0.8826884,-3.7902951,-1.0547551,0.24703866,0.481229,-5.8355656,1.127192,-1.0323427,-0.06460213,-2.355031,6.016659,-2.8727107,5.7809467,-4.0801682,-3.0444307,2.8901935
IMG_9845_JPG.rf.79179e2933d602f5396a50d0a96ea77b.jpg,OtherNoodles_700-799g_Halal_NonHealthy,1.4837457,-3.8290527,0.15772617,0.22131914,-0.199824,-6.6053095,-3.2408407,-2.2259068,-0.4361412,-0.7589299,-0.20204061,-4.1441374,-1.5317031,0.7051085,-3.4727287,-2.6555483,-1.9854162,-2.3825302,-3.048253,-2.4511774,-2.7667792,-3.4343824,-2.9486995,0.6658437,0.6456177,-2.641664,9.840391,0.31886828,-1.7113953,-3.3046606,-3.1461658,-1.806027,-2.0420258,-1.4366412,0.4587363,-4.3511896,-4.9701257,0.28238285,-2.738072,-1.0338383,-3.95585,-4.397214,0.33503482,0.15479982,-2.1348476,-1.4968183,-4.618928,-0.07590741,-2.314167,-0.46530843,8.472118,-0.24295497,-3.844718,3.4223487,-2.8730817,-6.257231,1.9015523
IMG_2297_JPG.rf.cb026ab3c2ba90b91d401e0400c0461e.jpg,BeehoonVermicelliMeesua_400-499g_NonHalal_NonHealthy,-1.1343262,-2.5089676,2.6997242,7.11766,-0.1969762,-4.5564055,-2.5294142,-2.9471555,-2.5331972,-1.7809365,0.4526394,-3.166258,-2.9079244,0.47994512,-1.9429388,-0.7140512,-3.0357442,-0.06510168,-1.4534411,0.53231436,-4.4927588,-4.0457573,-3.2684474,-1.1997764,-2.1036532,-3.1189277,-0.15027642,-0.6520922,-0.058543712,-0.28728506,-4.424775,-2.6998162,-0.9446264,-4.40968,-2.21688,-4.08674,-2.415983,-1.9958445,1.3180406,-3.5111308,-3.4066637,-1.6349113,-0.16444662,-0.7426959,1.1562582,-1.8889197,-4.218087,6.26546,-2.2410266,0.7540557,-2.054787,-4.631747,-5.9297113,-2.2270172,1.3465853,-5.469701,2.2099078
IMG_2234_JPG.rf.99c6ae15b77f17fa1dfd65a4be857a2b.jpg,BeehoonVermicelliMeesua_200-299g_NonHalal_NonHealthy,-0.65101236,-2.319249,0.14041139,6.8264236,0.5383433,-2.1973164,-3.5182865,-3.4259996,0.026736498,-3.2120247,2.5641189,-3.8114846,-1.3846241,-2.6117244,-1.0444854,-2.8051217,-2.499531,-3.9940188,-0.6395316,0.08526111,0.5925026,-2.2017024,0.957868,-0.4457538,-2.9647593,0.1809608,0.4757191,0.23190355,0.25016052,-4.2440267,-2.1829429,-0.78885853,-2.0789921,-1.9004565,-3.8546607,-2.14327,-2.9089527,-0.30413312,0.45643044,-1.5359457,-1.8633776,-0.021376371,1.1589905,-1.1080196,6.0947876,1.3136836,-4.4722176,1.1310403,-2.1137419,-0.99240947,-1.6061556,-2.2841313,-5.3162584,-3.2461655,1.8072233,-3.3395133,-0.045340504
20231222_0416.jpg,SweetsChocolatesOthers_200-299g_Halal_NonHealthy,-3.3410647,-5.2858257,-1.1464388,-1.9925811,2.7681751,-3.6961625,-3.096805,-1.2368727,-1.1168327,-2.3519342,-0.4953841,-2.9352896,-2.870522,-4.2039,1.5767379,-2.3629746,-2.9211268,-0.83124125,-3.6255176,-2.8661573,-4.0931873,-4.3695498,-0.047371387,-1.0696558,-0.49182296,-0.5050996,-3.4248939,0.22129697,-0.37132046,-0.5069215,-2.4277673,-4.1989365,-2.9656644,-2.213479,-3.620061,-4.0028086,-0.39960897,0.8753391,8.536823,-3.669561,-3.6922197,-2.876807,-0.057139754,-0.29227367,6.636259,-0.0069735646,-2.0350273,-1.1722243,-2.8894997,-3.391007,-2.3458607,-1.7482905,-3.9886286,2.6167092,-1.8344954,-6.9171224,2.8848236
IMG_6842_jpeg.rf.8a91084f75e4d21393df8bab57f6ba3d.jpg,Babyfood_1-99g_Halal_NonHealthy,2.1436753,-1.4246242,9.499486,-0.70554495,0.66437036,-1.9951911,-2.6100206,-4.1350393,-0.54344535,-2.2166219,-1.1263771,-3.0534534,-4.519594,-4.6498547,-4.909376,-1.473716,-2.5884035,-1.1488861,-0.7927393,0.5222204,-5.198912,-4.283525,-0.09422648,-4.058883,-1.5496354,-2.7770176,-1.8591346,-2.3917654,-1.2355192,-2.0418239,-2.179584,0.64327013,0.9861555,-1.0224754,-3.3648138,-2.779211,-5.5099583,-2.0299664,-0.99045753,-0.89249194,-4.370515,6.571707,1.9517434,-3.0606527,-1.4519215,-0.30288005,-4.613982,1.0502092,-1.9508915,-0.7821122,-2.1617973,-0.90828896,-3.108595,3.308946,-4.478287,-2.3970196,3.9365602
IMG_1995_jpeg.rf.3224bbda78174025c290ca4aa92955d2.jpg,BiscuitsCrackersCookies_1-99g_NonHalal_NonHealthy,-1.8996108,-2.2272716,-0.24988604,1.418786,6.809614,-1.2387071,-2.835641,-3.7473397,-1.011305,-5.319825,0.76434034,-2.8001833,-2.3009877,-3.5685403,-3.0563004,-3.9388993,-1.302987,-3.294252,-2.674057,-1.3487968,0.41617975,-4.923966,1.8354925,-2.2150323,-3.4114704,-0.11667824,0.41435176,-0.86753,-1.3497365,-4.1607347,-1.0985093,1.5305935,-1.6094929,-1.944144,-4.2420526,-0.33894324,-4.520567,-2.1548796,2.1769314,-1.1172609,-1.4026945,5.981388,2.365472,-2.4546726,0.19444472,-1.0088427,-5.6327233,0.5707013,0.17744923,-2.0869517,-3.0678983,0.23676789,-3.6974044,-2.9074898,2.1782699,-4.603266,1.0306482
IMG_6475_jpeg.rf.eaa31bb842a8daa981f0ab1d82ffa62d.jpg,HoneyOtherSpreads_300-399g_NonHalal_NonHealthy,1.8023007,2.078371,-2.6195188,-0.5055977,-2.9176145,-1.9203075,-5.044036,-2.985839,-2.0038972,-4.1168075,1.163232,-0.8861419,-2.3441765,-3.6794996,-4.526216,8.950371,-3.231134,-1.0273974,-1.0655156,-0.53431743,-3.0440707,-3.0375586,-1.8459185,-3.2197497,0.22595595,-4.1687264,-0.98548764,2.08781,-0.44220853,1.5193689,-2.7836592,-2.6271777,-3.7928052,-1.8126047,-1.5482358,-3.004056,-5.588385,0.34332526,0.35406047,-2.5416045,-2.9734702,0.27242297,-2.158521,-2.3346202,0.55424464,7.009532,-3.7987394,-0.931136,1.1779568,-2.6276875,-1.6317888,-0.17195164,-2.6166036,-4.282714,3.925312,-5.58189,-0.35745117
IMG_9768_JPG.rf.e15ed7f0b8f6992943828fbfa6d16df9.jpg,RolledOatsInstantOatmeal_1000-1999g_Halal_Healthy,0.7350447,-1.1317575,-2.1062052,-2.880991,-0.48860186,-4.167731,-1.2929087,1.8776543,1.6408944,0.2391975,-3.5356262,1.4059687,-2.556971,-3.182696,-5.5748773,-4.8090916,-3.2965736,-3.723038,-2.1678429,-1.861568,-5.7032166,-2.2303298,-5.5503335,1.191355,2.6243954,-3.5490544,-0.18970692,-1.4068525,-3.0605397,-3.6234455,-4.661806,-4.6559362,-4.2652874,3.4312954,-4.258276,-5.1869316,-5.3323727,-1.6543598,-1.8949313,-3.7496405,-3.6677942,-0.6427759,-4.1814594,4.011495,-1.8731897,-0.26238412,-4.597817,0.85565686,-2.7579885,-2.5512218,-0.011214018,-3.360248,0.48832202,3.4917905,-4.0839334,-0.18362798,-2.4379296
Cookies_1000-1999g_0311_Halal_1_png.rf.55d0fdada53d8254f9ee39ba29dca801.jpg,BiscuitsCrackersCookies_1000-1999g_Halal_NonHealthy,-2.878267,-1.5267377,-2.6789489,-1.3354542,5.0777836,-2.2584007,-1.5987611,-3.7080116,2.014894,-2.9654226,1.9769509,-3.3719118,-2.2583206,2.3249826,-2.1422381,-1.3757532,-0.010889716,-1.5426054,-3.817535,-2.1098204,-4.214019,-3.309662,-1.1563318,-0.85309756,-0.23853764,-3.980867,-0.60070795,0.89290947,-2.1012347,-2.1738865,-3.8274722,-1.7659683,-2.5541224,0.17427242,-3.6485245,-3.0693398,-3.148632,0.32573128,0.5669972,0.012019098,-2.9236612,-1.8004639,0.43429133,5.87156,-0.98222995,0.8047197,-2.3897874,-3.1574042,-0.28140464,1.3332174,-3.0958033,-0.13778746,-2.397809,1.6407135,-1.7236851,-3.425988,2.2587667
IMG_20230428_123704_jpg.rf.5fc2415d06061ea102ef125a37bbc88c.jpg,Sugar_400-499g_NonHalal_NonHealthy,-1.0023093,-2.3092594,-1.0902303,-0.45026112,-1.3085492,-1.818696,-1.1361599,-3.0641022,-0.9004906,-1.9715874,0.21620925,-1.4985362,-2.8432217,-0.09742147,-4.1656446,-1.5414637,-1.4561847,-0.41143957,0.8760313,-1.5291681,-2.3239796,-1.8060174,-0.6947812,-1.4702581,-1.2616996,-3.4843917,-0.547873,0.73893553,-0.8222345,-0.2643729,-3.3794365,-1.041392,-3.2995977,-2.4962392,-2.0707014,-1.5978298,-4.5870094,5.9695215,1.3319522,-0.7675271,-1.9899254,-1.0288104,0.5966378,-2.618954,-0.6483258,2.3086755,-0.8022586,7.0474677,-0.72531277,-1.5862832,-5.067481,-2.2387288,-2.165814,-4.013321,3.7071936,-5.176316,2.8232205
output_frame_0418.png,Nuts_100-199g_Halal_NonHealthy,-1.1145805,-0.9298878,2.665719,-1.2026733,-1.4160498,-1.2461281,-2.087698,-3.174453,-0.39078724,-3.5134344,-0.06867397,-3.4838533,-3.9465208,-1.2746426,-2.4754977,-2.4270923,-2.4795253,-1.9586315,1.4091014,-3.2812295,-3.1820335,-3.7434752,4.9783564,-2.2525554,-2.6357193,-0.4289552,-0.21693367,0.2572543,-1.8954226,-2.585239,-3.6401782,0.34622163,0.053623557,-0.6269077,-0.5467905,-0.8933223,-1.4057618,-0.13293234,-0.584326,-0.98003197,-4.5653005,0.6300116,5.239353,-2.5107512,-0.11042258,-0.84942347,-3.2025886,0.9868228,-1.1177812,0.04880303,-0.9385332,-2.527009,-2.641817,2.0017269,-2.7086823,-3.0438614,2.8077765
IMG_3339_jpeg.rf.8a76534bbe7e7902bd3b80e059e096d8.jpg,Nuts_1-99g_Halal_Healthy,-0.17369926,-0.68541574,-2.2296395,-0.017589033,-0.86831504,-0.64562523,-2.0861287,-3.6633935,-0.50586367,-1.9050897,-2.8379412,-2.6780262,-2.129442,-0.81399417,-4.7841406,-2.5926652,-0.4600454,-0.14749098,-0.30116415,-1.9396131,-1.1880963,-3.1146536,5.811161,-3.2146573,-2.0101023,-1.9227381,-0.08097541,-1.1875497,-0.6137437,-1.9610268,-2.6340487,0.68996555,-1.6026617,-0.691745,-2.8909457,-2.5914357,-3.072455,-2.9644763,-1.7923495,-2.1343942,-3.4305978,6.406377,0.07974487,-2.4887612,-0.5729507,-1.724839,-3.5437422,0.0152026415,-1.6099824,-2.3352122,-1.754199,-1.0813137,-2.6251464,1.4139019,-2.0912163,1.774372,-1.8607078
IMG_2342_JPG.rf.295043cd76875c02da5d18fd79e85db0.jpg,BeehoonVermicelliMeesua_300-399g_Halal_Healthy,-2.4563558,-0.34105545,-1.9032592,8.069595,-0.16619879,-2.92034,-2.1687086,-3.9713125,-0.053914726,-0.21721119,-0.7847312,-3.6361334,-0.561491,-1.6963993,-1.9638828,-1.0518456,-1.3083434,-0.6505439,-1.6623771,-2.2547162,-2.0869777,-1.9538145,1.6464281,-1.0240302,-2.8572454,-2.2974367,-0.85416263,0.8535469,-0.6467084,-5.4533014,-3.4045558,-1.9433994,-0.9624179,1.6738014,-3.3560572,-3.0763245,-2.7451525,-1.0500121,-1.0144284,-1.3397566,-2.3748116,-0.5334367,0.29805484,-0.94287175,0.80576706,4.891637,-5.664385,-0.62271863,-1.1553167,-2.7206979,0.23917723,-0.19853684,-3.7793636,2.7149463,-2.398019,0.79555327,-1.7065551
