,img_filename,product_type,image_reflection,image_clarity,prediction_confidence
20,IMG_9804_JPG.rf.0c8e503857d65088018fcc827accd047.jpg,OtherNoodles,Medium,High,High
21,IMG_9810_JPG.rf.0e5350fb8ab36e15fb2eb7c583f4ff96.jpg,BeehoonVermicelliMeesua,Low,High,High
22,IMG_9796-1-_JPG.rf.15aeb68c550de9e2c811cce52edcfba1.jpg,OtherNoodles,Low,High,High
23,IMG_9803_JPG.rf.18f56ad2640ca0b6f952ac3f9ef9f891.jpg,OtherNoodles,Low,High,High
24,IMG_9801_JPG.rf.46752dc1ffec5f2a7d12eab5d964686d.jpg,OtherNoodles,Low,High,High
25,IMG_9805_JPG.rf.7c9fbcf065c788ef98b99d1d6432a020.jpg,OtherNoodles,Low,High,High
26,IMG_9807_JPG.rf.ae382e695c3d47af735fb06c45e62c22.jpg,BeehoonVermicelliMeesua,Medium,High,High
27,IMG_9798-1-_JPG.rf.253863733ceab5731a4e49d164f708c2.jpg,OtherNoodles,Low,High,High
28,IMG_9806_JPG.rf.b0b1e3e8ad86b1afd944ac8a68fc8b49.jpg,BeehoonVermicelliMeesua,Low,High,High
29,IMG_9797-1-_JPG.rf.d807deb5f78884f413066683a84d4586.jpg,OtherNoodles,Medium,High,High
30,IMG_9802_JPG.rf.533fb134bc148f1303ba237405a853dd.jpg,OtherNoodles,Low,High,High
31,IMG_9809_JPG.rf.dbe3aae13080f5ae2be23d9acab32547.jpg,BeehoonVermicelliMeesua,Low,High,High
32,IMG_9800-1-_JPG.rf.3a9f57d02915f0353687dad015f0f732.jpg,BeehoonVermicelliMeesua,Medium,High,High
33,IMG_9808_JPG.rf.ab788b6718307f388c90e2c74d55a600.jpg,BeehoonVermicelliMeesua,Low,High,High
34,IMG_9799-1-_JPG.rf.706a6aeb840e54d7ceae795bc5fdac1c.jpg,OtherNoodles,Low,High,High
35,IMG_5374_jpeg.rf.9be4c754ec8793e3f54cc402157e34b8.jpg,Oil,Medium,High,High
36,IMG_5373_jpeg.rf.731586d6d9b0413a7e4a9d3cf661d172.jpg,Oil,Medium,High,High
37,IMG_5376_jpeg.rf.3ede76c9454b87eebe56589732fe142f.jpg,Oil,Low,High,High
38,IMG_5372_jpeg.rf.d1b65a32723308b39347274e4e488ce6.jpg,Oil,Low,High,High
39,Photo-2023-04-28-12-14-16-PM_jpeg.rf.27cdf785c0c719af840095823f76ff59.jpg,Oil,Medium,High,High
40,Crackers_200-299g_0311_Halal_10_png.rf.75c4901062bc1fc2401e3a91a838c344.jpg,BiscuitsCrackersCookies,Low,High,High
41,Crackers_200-299g_0311_Halal_4_png.rf.28bcb095effa8ebe7109d3b5c9609132.jpg,BiscuitsCrackersCookies,Low,Medium,High
42,Crackers_200-299g_0311_Halal_7_png.rf.31a1e14a4a933649dc88a9160d46c071.jpg,BiscuitsCrackersCookies,Medium,High,High
43,Crackers_200-299g_0311_Halal_18_png.rf.3f51d0246a7b0c5a55d8712127246cde.jpg,BiscuitsCrackersCookies,Low,High,High
44,Crackers_200-299g_0311_Halal_9_png.rf.32c5e47f06e16c639029db205ef80fae.jpg,BiscuitsCrackersCookies,Medium,High,High
45,Crackers_200-299g_0311_Halal_17_png.rf.4f92c9ce708b39eda5caa75a48cef032.jpg,BiscuitsCrackersCookies,Medium,High,High
46,Crackers_200-299g_0311_Halal_21_png.rf.09b221fefeb350e644411bd4e2a003a1.jpg,BiscuitsCrackersCookies,Medium,Medium,High
47,Crackers_200-299g_0311_Halal_6_png.rf.54db32aa5dbc86ea3a01774dd951b0f2.jpg,BiscuitsCrackersCookies,Low,High,High
48,Crackers_200-299g_0311_Halal_3_png.rf.6bf597e3df605a52556448839c5481f1.jpg,BiscuitsCrackersCookies,Low,High,High
49,Crackers_200-299g_0311_Halal_24_png.rf.5a03f8f796931cf2121f9458beab1860.jpg,BiscuitsCrackersCookies,Medium,High,High
50,Crackers_200-299g_0311_Halal_2_png.rf.8641c9697247ebed85045e8f7bbf4f60.jpg,BiscuitsCrackersCookies,Medium,High,High
51,Crackers_200-299g_0311_Halal_13_png.rf.91e9cc0acc13c3ac93afc933af6e3b1f.jpg,BiscuitsCrackersCookies,Low,High,High
52,Crackers_200-299g_0311_Halal_20_png.rf.b16107e8df2000624502db670ab80b39.jpg,BiscuitsCrackersCookies,Low,High,High
53,Crackers_200-299g_0311_Halal_12_png.rf.ac6b6e033ea8c5e53edaa3f2bcb1b54c.jpg,BiscuitsCrackersCookies,Low,High,High
54,Crackers_200-299g_0311_Halal_1_png.rf.a1ea105eac35c77565ddc166b94d5f68.jpg,BiscuitsCrackersCookies,Low,High,High
55,Crackers_200-299g_0311_Halal_14_png.rf.c6eeba325c14a6fe80f661085d2c385d.jpg,BiscuitsCrackersCookies,Medium,High,High
56,Crackers_200-299g_0311_Halal_25_png.rf.c55545c9864dd9cd08f61649b49bc18d.jpg,BiscuitsCrackersCookies,Medium,High,High
57,Crackers_200-299g_0311_Halal_15_png.rf.a6940b3cd0353c5fd980c8d2e9817776.jpg,BiscuitsCrackersCookies,Low,Medium,High
58,Crackers_200-299g_0311_Halal_5_png.rf.d5081210f8a443d6ae80876d7c17cd2f.jpg,BiscuitsCrackersCookies,Low,High,High
59,Crackers_200-299g_0311_Halal_19_png.rf.f4b1e63231225af1a66659dbf00c0791.jpg,BiscuitsCrackersCookies,Low,Medium,High
60,Crackers_200-299g_0311_Halal_23_png.rf.0fc7d3fda84296d402cbf94d7fe2de02.jpg,BiscuitsCrackersCookies,Medium,High,High
61,Crackers_200-299g_0311_Halal_16_png.rf.c247deb9b472d287a159eaca8946acee.jpg,BiscuitsCrackersCookies,Low,High,High
62,Crackers_200-299g_0311_Halal_22_png.rf.f8883559b1067213c952428f6377f493.jpg,BiscuitsCrackersCookies,Medium,High,High
63,Crackers_200-299g_0311_Halal_11_png.rf.e6a292476bad4e300d4bccea225440e3.jpg,BiscuitsCrackersCookies,Medium,High,High
64,Crackers_200-299g_0311_Halal_8_png.rf.bedb766756325ebe60464bec2096d778.jpg,BiscuitsCrackersCookies,Low,High,High
65,Crackers_100-199g_0311_Halal_7_png.rf.232448b00cbf58170056847376f1d8b5.jpg,PotatochipsKeropok,Low,High,High
66,Crackers_100-199g_0311_Halal_6_png.rf.1a2e8170a5f438d205a800fad013ac65.jpg,SweetsChocolatesOthers,Low,High,High
67,Crackers_100-199g_0311_Halal_3_png.rf.28974f239876fa6a4f9c9f2c86a12fb2.jpg,BiscuitsCrackersCookies,Medium,High,High
68,Crackers_100-199g_0311_Halal_5_png.rf.4e9b14fb3894e9713423ea4f1c01c079.jpg,InstantNoodles,Low,High,High
69,Crackers_100-199g_0311_Halal_13_png.rf.1db4e652b6fc41e8c4ccd08d514a1333.jpg,Nuts,Medium,High,High
70,Crackers_100-199g_0311_Halal_2_png.rf.4b00d7f518b45753688c26e4638b1b92.jpg,BeehoonVermicelliMeesua,Medium,High,High
71,Crackers_100-199g_0311_Halal_4_png.rf.ad4bc0bc44e257fd4c23b9fa1ebdc7cc.jpg,BiscuitsCrackersCookies,Medium,High,High
72,Crackers_100-199g_0311_Halal_8_png.rf.b0847e2b2bad5b7e24adeabbce0989d5.jpg,SweetsChocolatesOthers,Low,High,High
73,Crackers_100-199g_0311_Halal_12_png.rf.b4bcc75eeb0ee5949218c86b438943fc.jpg,BiscuitsCrackersCookies,Medium,Medium,High
74,Crackers_100-199g_0311_Halal_1_png.rf.cc677956410c7e5c00bb5613fffd7a8f.jpg,BiscuitsCrackersCookies,Low,High,High
75,Crackers_100-199g_0311_Halal_11_png.rf.444cd4683f23c6db379fec4b93e8ea41.jpg,PotatochipsKeropok,Medium,Medium,High
76,Crackers_100-199g_0311_Halal_9_png.rf.e72528eb1f628bf4ca42ad66001f9cee.jpg,PotatochipsKeropok,Medium,High,High
77,Crackers_100-199g_0311_Halal_15_png.rf.dedbc1127483ccb8632ca53acec8b208.jpg,PotatochipsKeropok,Medium,High,High
78,Crackers_100-199g_0311_Halal_10_png.rf.cc0c07791506c1c61e8fce6273ce2228.jpg,PotatochipsKeropok,Medium,High,High
79,Crackers_100-199g_0311_Halal_14_png.rf.6f68330c9887e31533c92f384dd72032.jpg,PotatochipsKeropok,Medium,High,High
80,IMG_3489_jpeg.rf.10e6371543189073df42fe9a499e66c6.jpg,Nuts,Low,High,High
81,IMG_3471_jpeg.rf.003ccf7796a041af666714d7924493e4.jpg,Nuts,Low,High,High
82,IMG_3467_jpeg.rf.19b374dd34d6e87f0a892982c3b3659e.jpg,OtherNoodles,Medium,Medium,Medium
83,IMG_3474_jpeg.rf.1df971e35bf5357fcef0adee1208495d.jpg,OtherSauceDressingSoupbasePaste,Low,High,Medium
84,IMG_3476_jpeg.rf.22fbe011faedb3d1869bc7aac4cc112d.jpg,Unknown,Medium,Medium,Low
85,IMG_3492_jpeg.rf.1cfc8d98a781773d5dcd399fb996a238.jpg,Nuts,Medium,Low,Medium
86,IMG_3490_jpeg.rf.5bf86ac2b0807e00b224f5c273a06da2.jpg,Nuts,Low,High,High
87,IMG_3465_jpeg.rf.4ce0a8fe2561a6cbb97db85df8f4aff4.jpg,OtherDriedFood,Medium,Low,Low
88,IMG_3491_jpeg.rf.347b24c46064b8e3f802cd06b1d325af.jpg,Nuts,Low,High,High
89,IMG_3475_jpeg.rf.1519a27544bea8a88239c17e207d2cbc.jpg,OtherSauceDressingSoupbasePaste,Low,High,Medium
90,IMG_3487_jpeg.rf.5cdb4f89c0b281071a67db90246b5bbb.jpg,Nuts,Low,High,High
91,IMG_3493_jpeg.rf.2481917a87acd9e19eae916d2ed55c00.jpg,Nuts,Medium,Low,Medium
92,IMG_3469_jpeg.rf.8ed52e2dcfb39fd87f76081781c81ab0.jpg,SweetsChocolatesOthers,Low,High,High
93,IMG_3479_jpeg.rf.b268cc4a27c28e5c29a3443b72cd214c.jpg,Nuts,Medium,High,High
94,IMG_3472_jpeg.rf.8f0d18a60a251cf5f28e5f4a87ca9c3d.jpg,Nuts,Low,High,High
95,IMG_3481_jpeg.rf.62c9f7c06f158effba7e13e372eeca71.jpg,Nuts,Low,High,High
96,IMG_3482_jpeg.rf.b6a1040bbc612460f10e8eeb716b5ac0.jpg,Nuts,Low,High,High
97,IMG_3464_jpeg.rf.737dfe714b1c2f69fc2bd8c9b47dd599.jpg,OtherDriedFood,Low,Medium,Low
98,IMG_3484_jpeg.rf.bc711f8f3d04080ac0dabc2aa333ed87.jpg,Nuts,Low,High,High
99,IMG_3483_jpeg.rf.ab525afe8bab8ae477ca0bc996b3663e.jpg,Nuts,Medium,High,High
100,IMG_3480_jpeg.rf.6ab1db5fee80616080e8c4f66c513306.jpg,Nuts,Low,High,High
101,IMG_3478_jpeg.rf.ded596be5e3501680dc9660dbf8cecd5.jpg,Nuts,Low,High,High
102,IMG_3485_jpeg.rf.7a1f8e7ccc1031bc1315fd014619a352.jpg,Nuts,Low,High,High
103,IMG_3468_jpeg.rf.9f2253d8b7e1ae26fbaceac32b4499c7.jpg,Instant Noodles,Low,High,High
104,IMG_3473_jpeg.rf.e47dfa0ebe88e17352b8aa773e7616a3.jpg,Nuts,Low,High,High
105,IMG_3488_jpeg.rf.ea4fbb7662f1f05e7b3fab35ddc56bc2.jpg,Nuts,Low,High,High
106,IMG_3477_jpeg.rf.f0eb910d160d41dd2994d20964f6c3b0.jpg,Nuts,Low,High,High
107,IMG_3470_jpeg.rf.f9e9b4c6eb10d0797643c577eef77d7e.jpg,SweetsChocolatesOthers,Low,High,High
108,IMG_3461_jpeg.rf.ff44b0d79b2d856667f0cb4db7cb36ca.jpg,OtherDriedFood,Low,High,Low
109,IMG_3486_jpeg.rf.cc31ca519bc00d5d28d66d0f8ae657b5.jpg,Nuts,Low,High,High
110,IMG_3462_jpeg.rf.e75a7c1fdc4f0f53c4186f3b3777f81f.jpg,Nuts,Low,Medium,High
111,IMG_3463_jpeg.rf.eb69f3bc670b015b28c24d24611d824e.jpg,OtherDriedFood,Medium,Low,Low
112,IMG_0116_jpeg.rf.00e7f7ac7c96c6c463311e38d0f6c054.jpg,SweetsChocolatesOthers,Medium,Medium,Medium
113,IMG_0110_jpeg.rf.0a9a6bba5999c513f5185b7c28eda4f2.jpg,BiscuitsCrackersCookies,Low,High,High
114,IMG_0208_jpeg.rf.1e7e13540bf36d7920794927dd64aaec.jpg,HoneyOtherSpreads,Low,High,High
115,IMG_0173_jpeg.rf.14514defbe7a54368d30fb452e4b0765.jpg,OtherDriedFood,Medium,High,High
